transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y
02/13/2015,WST,"West Pharmaceutical Services, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,WAL,Western Alliance Bancorporation (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,WAGE,"WageWorks, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,VSI,"Vitamin Shoppe, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,TYPE,Monotype Imaging Holdings Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,TXRH,"Texas Roadhouse, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,TUMI,"Tumi Holdings, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,TTC,The Toro Company (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,TNGO,"Tangoe, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,THS,"Treehouse Foods, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,THRM,Gentherm Incorporated (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,TCBI,Texas Capital BancShares Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SXT,Sensient Technologies Corporation (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SWI,"SolarWinds, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SSB,South State Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SQI,"SciQuest, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SPSC,"SPS Commerce, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SMTC,Semtech Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SIGI,Selective Insurance Group Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SHOO,"Steven Madden, Ltd. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,SGY,Stone Energy Corp. (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,RRTS,"Roadrunner Transportation Systems, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,ROLL,RBC Bearings Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,RBA,Ritchie Bros. Auctioneers Incorporated (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,RAVN,Raven Industries Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,QLIK,"Qlik Technologies, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,PRLB,"Proto Labs, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,PRIM,Primoris Services Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,PRAA,"PRA Group, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,PRA,ProAssurance Corporation (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,POWI,Power Integrations Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,PLT,"Plantronics, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,NSR,"NeuStar, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,NICE,NICE Systems Ltd. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,MNRO,Monro Muffler Brake Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,MG,"Mistras Group, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,MFRM,Mattress Firm Holding Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,MDCA,MDC Partners Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,MASI,Masimo Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,LSTR,Landstar System Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,LOCK,"LifeLock, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,LL,"Lumber Liquidators Holdings, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,KWR,Quaker Chemical Corporation (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,JJSF,J&amp;J Snack Foods Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,IPCM,"IPC Healthcare, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,ICUI,"ICU Medical, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,ICON,"Iconix Brand Group, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,HUBG,Hub Group Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,IART,Integra LifeSciences Holdings Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,HLX,"Helix Energy Solutions Group, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,HF,"HFF, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,HEI,HEICO Corporation (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,HCSG,Healthcare Services Group Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,GMED,"Globus Medical, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,FNGN,"Financial Engines, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,FMBI,First Midwest Bancorp Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,FET,"Forum Energy Technologies, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,EVR,Evercore Partners Inc. (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,EPAY,"Bottomline Technologies (de), Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,EGBN,"Eagle Bancorp, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,DRQ,"Dril-Quip, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,DIOD,Diodes Incorporated (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,DFRG,"Del Frisco's Restaurant Group, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CYBX,Cyberonics Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CVLT,"CommVault Systems, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CTRL,Control4 Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CTCT,"Constant Contact, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CRZO,Carrizo Oil &amp; Gas Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CMN,Cantel Medical Corp. (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CLC,CLARCOR Inc. (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CHEF,"The Chefs' Warehouse, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CGNX,Cognex Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,CASY,"Casey's General Stores, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,BMR,BioMed Realty Trust Inc. (NYSE),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,BIO,"Bio-Rad Laboratories, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,BERY,"Berry Plastics Group, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,BECN,"Beacon Roofing Supply, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,BCPC,Balchem Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,ATRO,Astronics Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,AMSG,AmSurg Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,ALE,"ALLETE, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,AKRX,"Akorn, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,AFSI,"AmTrust Financial Services, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,ABCO,The Advisory Board Company (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,AAT,"American Assets Trust, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/13/2015,AAON,AAON Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423803600,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
02/05/2015,NICE,NICE Systems Ltd. (NASDAQ),sale_full,"$1,001 - $15,000",Thomas Tillis,1423112400,Thom Tillis,Thom Tillis,North Carolina,Republican,6,0,6,Thom Tillis,Thom Tillis,$25327590,$5435949,21.46%,Raised over $100k,R
01/27/2015,MDT,Medtronic plc (NYSE),exchange,"$15,001 - $50,000",Gary Peters,1422334800,"Gary Peters, C.","Gary Peters, C.",Michigan,Democratic,6,6,12,Gary Peters,Gary Peters,$51566900,$18239309,35.37%,Raised over $100k,D
02/03/2015,PAGP,"Plains GP Holdings, L.P. (NYSE)",purchase,"$50,001 - $100,000",Rafael Cruz,1422939600,Raul Ruiz,Raul Ruiz,California,Democratic,0,8,8,Raul Ruiz,Raul Ruiz,$2402624,$379040,15.78%,Raised over $100k,D
01/16/2015,ZNGA,"Zynga, Inc. (NASDAQ)",sale_partial,"$1,001 - $15,000",Pat Roberts,1421384400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/28/2015,BIDU,"Baidu, Inc. (NASDAQ)",purchase,"$15,001 - $50,000",Pat Roberts,1422421200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/28/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,1422421200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/27/2015,NFLX,"Netflix, Inc. (NASDAQ)",purchase,"$15,001 - $50,000",Pat Roberts,1422334800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/16/2015,TCS,"The Container Store Group, Inc. (NYSE)",sale_partial,"$1,001 - $15,000",Pat Roberts,1421384400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/16/2015,NFLX,"Netflix, Inc. (NASDAQ)",sale_partial,"$15,001 - $50,000",Pat Roberts,1421384400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/02/2015,TCS,"The Container Store Group, Inc. (NYSE)",purchase,"$1,001 - $15,000",Pat Roberts,1420174800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/02/2015,TWTR,"Twitter, Inc. (NYSE)",purchase,"$1,001 - $15,000",Pat Roberts,1420174800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R
01/28/2015,TGT,Target Corp. (NYSE),sale_full,"$1,001 - $15,000",Thomas Carper,1422421200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D
01/26/2015,HBI,Hanesbrands Inc. (NYSE),purchase,"$1,001 - $15,000",Thomas Carper,1422248400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D
01/22/2015,PNQI,PowerShares NASDAQ Internet ETF (NASDAQ),purchase,"$1,001 - $15,000",Thomas Carper,1421902800,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D
01/14/2015,ETN,Eaton Corporation plc (NYSE),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1421211600,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D
01/14/2015,DD,E. I. du Pont de Nemours and Company (NYSE),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1421211600,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D
