,level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y,start,day_30,day_60,day_90,day_180,sp_start,sp_30,sp_60,sp_90,sp_180
67,67,2020-07-29,NLOK,NortonLifeLock Inc.,purchase,"$1,001 - $15,000",Susie Lee,1595995200,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D,21.18000030517578,24.170000076293945,21.06999969482422,20.610000610351562,20.670000076293945,3258.43994140625,3484.550048828125,3351.60009765625,3310.110107421875,3841.469970703125
68,68,2020-07-23,RSG,"Republic Services, Inc.",purchase,"$1,001 - $15,000",Susie Lee,1595476800,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D,85.8499984741211,89.80999755859375,95.08000183105469,92.87000274658203,93.80999755859375,3235.659912109375,3397.159912109375,3315.570068359375,3465.389892578125,3768.25
69,69,2020-07-29,SABR,Sabre Corporation,sale_full,"$1,001 - $15,000",Susie Lee,1595995200,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D,7.690000057220459,7.010000228881836,6.710000038146973,6.539999961853027,12.020000457763672,3258.43994140625,3484.550048828125,3351.60009765625,3310.110107421875,3841.469970703125
70,70,2020-07-15,SABR,Sabre Corporation,sale_partial,"$1,001 - $15,000",Susie Lee,1594785600,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D,8.600000381469727,8.0,6.769999980926514,6.480000019073486,12.569999694824219,3226.56005859375,3373.429931640625,3383.5400390625,3483.340087890625,3824.679931640625
71,71,2020-07-29,TOL,"Toll Brothers, Inc.",purchase,"$1,001 - $15,000",Susie Lee,1595995200,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D,38.599998474121094,43.11000061035156,49.349998474121094,43.59000015258789,50.81999969482422,3258.43994140625,3484.550048828125,3351.60009765625,3310.110107421875,3841.469970703125
72,72,2020-07-23,TOL,"Toll Brothers, Inc.",purchase,"$1,001 - $15,000",Susie Lee,1595476800,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D,36.599998474121094,44.650001525878906,48.189998626708984,47.2599983215332,44.619998931884766,3235.659912109375,3397.159912109375,3315.570068359375,3465.389892578125,3768.25
73,73,2020-08-28,ABT,Abbott Laboratories,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,110.79000091552734,105.19000244140625,106.41999816894531,108.48999786376953,120.80000305175781,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
74,74,2020-08-25,ATVI,"Activision Blizzard, Inc",purchase,"$15,001 - $50,000",David B. McKinley,1598328000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,83.62000274658203,79.69000244140625,81.04000091552734,76.51000213623047,100.80000305175781,3443.6201171875,3246.590087890625,3465.389892578125,3629.64990234375,3906.7099609375
75,75,2020-08-20,ATVI,"Activision Blizzard, Inc",purchase,"$1,001 - $15,000",David B. McKinley,1597896000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,84.0,81.41000366210938,80.13999938964844,76.80999755859375,103.80999755859375,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
76,76,2020-08-20,ANTM,"Anthem, Inc.",sale_full,"$1,001 - $15,000",David B. McKinley,1597896000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,281.75,257.7099914550781,291.19000244140625,305.6199951171875,290.67999267578125,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
77,77,2020-08-28,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,124.80750274658203,114.08999633789062,111.19999694824219,122.72000122070312,125.86000061035156,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
78,78,2020-08-25,BDX,"Becton, Dickinson and Company",sale_full,"$15,001 - $50,000",David B. McKinley,1598328000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,255.7899932861328,221.16000366210938,240.27999877929688,227.47000122070312,247.92999267578125,3443.6201171875,3246.590087890625,3465.389892578125,3629.64990234375,3906.7099609375
79,79,2020-08-20,BDX,"Becton, Dickinson and Company",sale_full,"$1,001 - $15,000",David B. McKinley,1597896000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,258.92999267578125,228.44000244140625,236.25999450683594,231.8699951171875,256.32000732421875,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
80,80,2020-08-20,ECL,Ecolab Inc.,sale_full,"$1,001 - $15,000",David B. McKinley,1597896000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,194.41000366210938,198.47000122070312,203.00999450683594,210.66000366210938,219.8800048828125,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
81,81,2020-08-25,ECL,Ecolab Inc.,sale_partial,"$15,001 - $50,000",David B. McKinley,1598328000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,195.99000549316406,194.61000061035156,204.8699951171875,218.02999877929688,208.0800018310547,3443.6201171875,3246.590087890625,3465.389892578125,3629.64990234375,3906.7099609375
82,82,2020-08-28,EL,"Estee Lauder Companies, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,222.92999267578125,214.77999877929688,220.5500030517578,247.1699981689453,291.8999938964844,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
83,83,2020-08-28,HD,"Home Depot, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,286.2900085449219,272.1099853515625,269.7200012207031,276.6000061035156,267.239990234375,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
84,84,2020-08-28,INTU,Intuit Inc.,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,346.1099853515625,323.6400146484375,318.510009765625,356.82000732421875,399.0899963378906,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
85,85,2020-08-28,MA,Mastercard Incorporated,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,366.1199951171875,336.2300109863281,291.3800048828125,338.8800048828125,350.4200134277344,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
86,86,2020-08-28,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,228.91000366210938,207.25999450683594,202.67999267578125,216.2100067138672,233.27000427246094,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
87,87,2020-08-25,QCOM,QUALCOMM Incorporated,purchase,"$15,001 - $50,000",David B. McKinley,1598328000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,115.94999694824219,112.19000244140625,128.8800048828125,144.0800018310547,144.94000244140625,3443.6201171875,3246.590087890625,3465.389892578125,3629.64990234375,3906.7099609375
88,88,2020-08-25,RTX,Raytheon Technologies Corporation,sale_partial,"$15,001 - $50,000",David B. McKinley,1598328000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,60.95000076293945,57.380001068115234,62.56999969482422,73.80999755859375,74.26000213623047,3443.6201171875,3246.590087890625,3465.389892578125,3629.64990234375,3906.7099609375
89,89,2020-08-20,RPM,RPM International Inc.,purchase,"$1,001 - $15,000",David B. McKinley,1597896000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,84.88999938964844,79.20999908447266,89.19000244140625,89.54000091552734,86.80000305175781,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
90,90,2020-08-25,SYY,Sysco Corporation,sale_full,"$1,001 - $15,000",David B. McKinley,1598328000,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,58.20000076293945,61.560001373291016,64.80000305175781,71.68000030517578,76.70999908447266,3443.6201171875,3246.590087890625,3465.389892578125,3629.64990234375,3906.7099609375
91,91,2020-08-28,WM,"Waste Management, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,"David McKinley, B.","David McKinley, B.",West Virginia,Republican,0,10,10,David McKinley,David McKinley,$1092609,$14287,1.31%,Raised over $100k,R,114.01000213623047,113.41000366210938,106.95999908447266,119.63999938964844,109.91999816894531,3508.010009765625,3335.469970703125,3271.030029296875,3662.449951171875,3881.3701171875
92,92,2020-08-07,FB,"Facebook, Inc. - Class A",sale_full,"$1,000,001 - $5,000,000",Nancy Pelosi,1596772800,Nancy Pelosi,Nancy Pelosi,California,Democratic,0,34,34,Nancy Pelosi,Nancy Pelosi,$27359508,$15471503,56.55%,Raised over $100k,D,268.44000244140625,271.1600036621094,258.1199951171875,278.7699890136719,267.0799865722656,3351.280029296875,3331.840087890625,3419.43994140625,3550.5,3826.31005859375
93,93,2020-05-11,CVX,Chevron Corporation,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Steve Cohen,Steve Cohen,Tennessee,Democratic,0,14,14,Steve Cohen,Steve Cohen,$607570,$15929,2.62%,Raised over $100k,D,93.37000274658203,97.58000183105469,85.2300033569336,90.72000122070312,71.1500015258789,2930.18994140625,3190.139892578125,3185.0400390625,3380.35009765625,3509.43994140625
94,94,2020-05-11,KO,Coca-Cola Company,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Steve Cohen,Steve Cohen,Tennessee,Democratic,0,14,14,Steve Cohen,Steve Cohen,$607570,$15929,2.62%,Raised over $100k,D,45.540000915527344,48.619998931884766,45.150001525878906,48.43000030517578,49.45000076293945,2930.18994140625,3190.139892578125,3185.0400390625,3380.35009765625,3509.43994140625
95,95,2020-05-11,FHN,First Horizon National Corporation,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Steve Cohen,Steve Cohen,Tennessee,Democratic,0,14,14,Steve Cohen,Steve Cohen,$607570,$15929,2.62%,Raised over $100k,D,8.510000228881836,10.850000381469727,8.869999885559082,10.0600004196167,10.670000076293945,2930.18994140625,3190.139892578125,3185.0400390625,3380.35009765625,3509.43994140625
96,96,2020-05-11,PEAK,"Healthpeak Properties, Inc.",sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Steve Cohen,Steve Cohen,Tennessee,Democratic,0,14,14,Steve Cohen,Steve Cohen,$607570,$15929,2.62%,Raised over $100k,D,23.739999771118164,28.15999984741211,26.65999984741211,28.639999389648438,28.079999923706055,2930.18994140625,3190.139892578125,3185.0400390625,3380.35009765625,3509.43994140625
97,97,2020-05-11,SLB,Schlumberger N.V.,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Steve Cohen,Steve Cohen,Tennessee,Democratic,0,14,14,Steve Cohen,Steve Cohen,$607570,$15929,2.62%,Raised over $100k,D,17.360000610351562,20.959999084472656,17.790000915527344,20.360000610351562,15.220000267028809,2930.18994140625,3190.139892578125,3185.0400390625,3380.35009765625,3509.43994140625
98,98,2020-01-14,DIS,Walt Disney Company,sale_partial,"$1,001 - $15,000",Gerald E. Connolly,1578978000,"Gerald Connolly, E.","Gerald Connolly, E.",Virginia,Democratic,0,12,12,Gerry Connolly,Gerry Connolly,$1998592,$277678,13.89%,Raised over $100k,D,145.1999969482422,140.89999389648438,95.01000213623047,106.62999725341797,119.33999633789062,3283.14990234375,3373.93994140625,2386.1298828125,2874.56005859375,3185.0400390625
99,99,2020-07-02,KO,Coca-Cola Company,purchase,"$1,001 - $15,000",Lloyd Doggett,1593662400,Lloyd Doggett,Lloyd Doggett,Texas,Democratic,0,26,26,Lloyd Doggett,Lloyd Doggett,$1336576,$44273,3.31%,Raised over $100k,D,44.880001068115234,46.29999923706055,49.119998931884766,49.380001068115234,54.15999984741211,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
100,100,2020-06-26,AAPL,Apple Inc. This transaction was reported late due to oversight error that was just caught,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,88.40750122070312,93.25250244140625,126.52249908447266,114.08999633789062,131.8800048828125,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
101,101,2020-06-26,BLK,BlackRock Inc,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,534.8499755859375,570.7000122070312,592.0999755859375,554.7999877929688,693.52001953125,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
102,102,2020-06-26,DEO,Diageo plc,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,133.4600067138672,146.47000122070312,135.72999572753906,136.10000610351562,157.9199981689453,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
103,103,2020-06-26,FAST,Fastenal Company,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,40.9900016784668,45.369998931884766,48.09000015258789,45.33000183105469,49.470001220703125,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
104,104,2020-06-26,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,196.3300018310547,202.02000427246094,221.14999389648438,207.25999450683594,223.94000244140625,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
105,105,2020-06-26,NSRGY,Nestle SA Sponsored ADR,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,110.41999816894531,120.48999786376953,121.75,119.05999755859375,114.20999908447266,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
106,106,2020-06-26,RHHBY,Roche Holdings AG ADR,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,43.900001525878906,44.47999954223633,44.40999984741211,43.369998931884766,42.83000183105469,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
107,107,2020-06-26,TSM,Taiwan Semiconductor Manuf Company,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,"Sean Maloney, Patrick","Sean Maloney, Patrick",New York,Democratic,0,8,8,Sean Patrick Maloney,Sean Patrick Maloney,$2556294,$350565,13.71%,Raised over $100k,D,56.33000183105469,76.91999816894531,81.75,80.51000213623047,103.94000244140625,3009.050048828125,3218.43994140625,3478.72998046875,3335.469970703125,3687.260009765625
108,108,2020-01-06,BKI,"Black Knight, Inc.",sale_full,"$1,001 -",Alan S. Lowenthal,1578286800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D,64.05999755859375,68.23999786376953,66.47000122070312,63.2599983215332,72.2699966430664,3246.280029296875,3334.68994140625,2972.3701171875,2749.97998046875,3130.010009765625
109,109,2020-01-06,BKI,"Black Knight, Inc.",sale_full,"$1,001 - $15,000",Alan S. Lowenthal,1578286800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D,64.05999755859375,68.23999786376953,66.47000122070312,63.2599983215332,72.2699966430664,3246.280029296875,3334.68994140625,2972.3701171875,2749.97998046875,3130.010009765625
110,110,2020-01-06,BKI,"Black Knight, Inc.",sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,1578286800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D,64.05999755859375,68.23999786376953,66.47000122070312,63.2599983215332,72.2699966430664,3246.280029296875,3334.68994140625,2972.3701171875,2749.97998046875,3130.010009765625
111,111,2020-03-02,ENS,Enersys,purchase,"$15,001 - $50,000",Greg Gianforte,1583125200,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R,63.869998931884766,49.52000045776367,58.38999938964844,67.33999633789062,73.63999938964844,3090.22998046875,2584.590087890625,2912.429931640625,3122.8701171875,3508.010009765625
112,112,2020-03-06,NVEE,"NV5 Global, Inc.",purchase,"$15,001 - $50,000",Greg Gianforte,1583470800,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R,54.95000076293945,41.11000061035156,43.279998779296875,50.56999969482422,52.09000015258789,2972.3701171875,2663.679931640625,2848.419921875,3207.179931640625,3526.64990234375
