,level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y,start,day_30,day_60,day_90,day_180,sp_start,sp_30,sp_60,sp_90,sp_180
5505,5505,2020-08-27,AAPL,Apple Inc.,sale_full,"$50,001 - $100,000",Pat Roberts,1598500800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,125.01000213623047,114.95999908447266,116.5999984741211,119.05000305175781,126.0,3484.550048828125,3351.60009765625,3390.679931640625,3621.6298828125,3876.5
5506,5506,2020-08-05,BA,The Boeing Company,purchase,"$15,001 - $50,000",Pat Roberts,1596600000,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,174.27999877929688,168.77000427246094,171.1999969482422,157.08999633789062,194.19000244140625,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5507,5507,2020-08-19,WMT,Walmart Inc.,purchase,"$1,001 - $15,000",Pat Roberts,1597809600,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,132.41000366210938,135.2899932861328,142.9499969482422,152.1199951171875,144.47000122070312,3374.85009765625,3319.469970703125,3426.919921875,3581.8701171875,3934.830078125
5508,5508,2020-08-18,GOLD,Barrick Gold Corporation,purchase,"$1,001 - $15,000",Pat Roberts,1597723200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,30.040000915527344,29.139999389648438,27.56999969482422,24.459999084472656,22.149999618530273,3389.780029296875,3357.010009765625,3483.81005859375,3567.7900390625,3934.830078125
5509,5509,2020-08-18,BBY,"Best Buy Co., Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1597723200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,110.5199966430664,105.62999725341797,119.3499984741211,117.7699966430664,120.51000213623047,3389.780029296875,3357.010009765625,3483.81005859375,3567.7900390625,3934.830078125
5510,5510,2020-08-18,GLD,SPDR Gold Shares,purchase,"$15,001 - $50,000",Pat Roberts,1597723200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,188.17999267578125,182.9600067138672,178.3000030517578,175.49000549316406,170.69000244140625,3389.780029296875,3357.010009765625,3483.81005859375,3567.7900390625,3934.830078125
5511,5511,2020-08-17,NVAX,"Novavax, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1597636800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,155.52999877929688,120.12999725341797,111.41999816894531,92.88999938964844,289.760009765625,3381.989990234375,3385.489990234375,3483.340087890625,3609.530029296875,3934.830078125
5512,5512,2020-08-27,AAPL,Apple Inc.,sale_full,"$50,001 - $100,000",Pat Roberts,1598500800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,125.01000213623047,114.95999908447266,116.5999984741211,119.05000305175781,126.0,3484.550048828125,3351.60009765625,3390.679931640625,3621.6298828125,3876.5
5513,5513,2020-08-03,TSLA,"Tesla, Inc.",purchase,"$50,001 - $100,000",Pat Roberts,1596427200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,297.0,475.04998779296875,448.1600036621094,423.8999938964844,793.530029296875,3294.610107421875,3526.64990234375,3380.800048828125,3369.159912109375,3714.239990234375
5514,5514,2020-08-03,AAPL,Apple Inc.,purchase,"$50,001 - $100,000",Pat Roberts,1596427200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,108.9375,134.17999267578125,116.79000091552734,110.44000244140625,131.9600067138672,3294.610107421875,3526.64990234375,3380.800048828125,3369.159912109375,3714.239990234375
5515,5515,2020-07-31,AAPL,Apple Inc.,sale_full,"$50,001 - $100,000",Pat Roberts,1596168000,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,106.26000213623047,129.0399932861328,115.80999755859375,108.7699966430664,143.16000366210938,3271.1201171875,3500.31005859375,3363.0,3310.239990234375,3849.6201171875
5516,5516,2020-08-20,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Ron L Wyden,1597896000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,497.8999938964844,487.3500061035156,525.4199829101562,488.239990234375,556.52001953125,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
5517,5517,2020-08-20,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Ron L Wyden,1597896000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,497.8999938964844,487.3500061035156,525.4199829101562,488.239990234375,556.52001953125,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
5518,5518,2020-08-20,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Ron L Wyden,1597896000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,497.8999938964844,487.3500061035156,525.4199829101562,488.239990234375,556.52001953125,3385.510009765625,3281.06005859375,3443.1201171875,3557.5400390625,3934.830078125
5519,5519,2020-08-21,NVDA,NVIDIA Corporation,purchase,"$50,001 - $100,000",Ron L Wyden,1597982400,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,507.3399963378906,505.510009765625,540.989990234375,525.5999755859375,613.2100219726562,3397.159912109375,3315.570068359375,3435.56005859375,3577.590087890625,3932.590087890625
5520,5520,2020-08-21,UPS,"United Parcel Service, Inc.",purchase,"$50,001 - $100,000",Ron L Wyden,1597982400,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,159.02999877929688,161.88999938964844,172.72999572753906,166.60000610351562,161.75,3397.159912109375,3315.570068359375,3435.56005859375,3577.590087890625,3932.590087890625
5521,5521,2020-08-21,FDX,FedEx Corporation,purchase,"$15,001 - $50,000",Ron L Wyden,1597982400,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,210.49000549316406,243.4199981689453,282.2799987792969,286.3500061035156,261.8299865722656,3397.159912109375,3315.570068359375,3435.56005859375,3577.590087890625,3932.590087890625
5522,5522,2020-08-21,SQ,"Square, Inc.",purchase,"$15,001 - $50,000",Ron L Wyden,1597982400,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,155.10000610351562,155.58999633789062,177.82000732421875,207.77999877929688,276.0199890136719,3397.159912109375,3315.570068359375,3435.56005859375,3577.590087890625,3932.590087890625
5523,5523,2020-08-21,T,AT&amp;T Inc.,sale_full,"$50,001 - $100,000",Ron L Wyden,1597982400,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,29.690000534057617,28.510000228881836,26.719999313354492,28.6200008392334,28.969999313354492,3397.159912109375,3315.570068359375,3435.56005859375,3577.590087890625,3932.590087890625
5524,5524,2020-08-18,LOW,"Lowe's Companies, Inc.",purchase,"$15,001 - $50,000",Ron L Wyden,1597723200,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,157.91000366210938,163.77999877929688,177.6999969482422,146.74000549316406,177.16000366210938,3389.780029296875,3357.010009765625,3483.81005859375,3567.7900390625,3934.830078125
5525,5525,2020-08-18,DHI,"D.R. Horton, Inc.",purchase,"$15,001 - $50,000",Ron L Wyden,1597723200,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,73.54000091552734,73.31999969482422,77.08999633789062,74.54000091552734,82.18000030517578,3389.780029296875,3357.010009765625,3483.81005859375,3567.7900390625,3934.830078125
5526,5526,2020-08-17,UPS,"United Parcel Service, Inc.",purchase,"$50,001 - $100,000",Ron L Wyden,1597636800,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,160.3000030517578,159.8699951171875,174.0399932861328,168.8800048828125,163.38999938964844,3381.989990234375,3385.489990234375,3483.340087890625,3609.530029296875,3934.830078125
5527,5527,2020-08-14,UPS,"United Parcel Service, Inc.",purchase,"$15,001 - $50,000",Ron L Wyden,1597377600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,160.74000549316406,161.52999877929688,174.3800048828125,168.44000244140625,166.9199981689453,3372.85009765625,3401.199951171875,3488.669921875,3626.909912109375,3911.22998046875
5528,5528,2020-08-14,PSA,Public Storage,purchase,"$15,001 - $50,000",Ron L Wyden,1597377600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,200.24000549316406,221.00999450683594,233.5,233.69000244140625,236.3699951171875,3372.85009765625,3401.199951171875,3488.669921875,3626.909912109375,3911.22998046875
5529,5529,2020-08-14,FDX,FedEx Corporation,purchase,"$15,001 - $50,000",Ron L Wyden,1597377600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,208.60000610351562,236.6699981689453,276.239990234375,279.8299865722656,259.1300048828125,3372.85009765625,3401.199951171875,3488.669921875,3626.909912109375,3911.22998046875
5530,5530,2020-08-11,F,Ford Motor Company,purchase,"$15,001 - $50,000",Ron L Wyden,1597118400,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,7.230000019073486,6.909999847412109,7.25,8.329999923706055,11.510000228881836,3333.68994140625,3339.18994140625,3477.139892578125,3572.659912109375,3886.830078125
5531,5531,2020-08-11,DHI,"D.R. Horton, Inc.",purchase,"$50,001 - $100,000",Ron L Wyden,1597118400,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,69.04000091552734,69.7300033569336,78.08999633789062,72.8499984741211,80.0199966430664,3333.68994140625,3339.18994140625,3477.139892578125,3572.659912109375,3886.830078125
5532,5532,2020-08-07,AAPL,Apple Inc.,purchase,"$50,001 - $100,000",Ron L Wyden,1596772800,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,111.11250305175781,112.81999969482422,115.08000183105469,116.31999969482422,134.99000549316406,3351.280029296875,3331.840087890625,3419.43994140625,3550.5,3826.31005859375
5533,5533,2020-08-05,WDAY,"Workday, Inc.",purchase,"$1,001 - $15,000",Ron L Wyden,1596600000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,183.99000549316406,223.0,222.0399932861328,225.22999572753906,227.52999877929688,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5534,5534,2020-08-05,PSA,Public Storage,purchase,"$15,001 - $50,000",Ron L Wyden,1596600000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,196.97000122070312,212.92999267578125,232.16000366210938,230.66000366210938,227.6199951171875,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5535,5535,2020-08-05,KR,The Kroger Co.,purchase,"$1,001 - $15,000",Ron L Wyden,1596600000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,35.09000015258789,36.11000061035156,34.529998779296875,32.720001220703125,34.5,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5536,5536,2020-08-05,DHI,"D.R. Horton, Inc.",purchase,"$1,001 - $15,000",Ron L Wyden,1596600000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,68.08999633789062,70.55999755859375,75.69999694824219,72.91000366210938,76.80000305175781,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5537,5537,2020-08-05,COUP,Coupa Software Incorporated,purchase,"$15,001 - $50,000",Ron L Wyden,1596600000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,315.94000244140625,308.2300109863281,282.9200134277344,311.4800109863281,309.8699951171875,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5538,5538,2020-08-05,CLX,The Clorox Company,purchase,"$1,001 - $15,000",Ron L Wyden,1596600000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,237.16000366210938,216.72000122070312,209.11000061035156,212.97999572753906,209.4600067138672,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5539,5539,2020-08-05,BYND,"Beyond Meat, Inc.",purchase,"$15,001 - $50,000",Ron L Wyden,1596600000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,132.69000244140625,129.8000030517578,175.49000549316406,157.0399932861328,178.0800018310547,3327.77001953125,3455.06005859375,3408.60009765625,3510.449951171875,3714.239990234375
5540,5540,2020-08-04,PSA,Public Storage,purchase,"$50,001 - $100,000",Ron L Wyden,1596513600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,201.3800048828125,214.16000366210938,230.58999633789062,235.25999450683594,227.6199951171875,3306.510009765625,3580.840087890625,3348.419921875,3443.43994140625,3714.239990234375
5541,5541,2020-08-04,MTCH,"Match Group, Inc.",purchase,"$1,001 - $15,000",Ron L Wyden,1596513600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,107.56999969482422,117.48999786376953,111.94000244140625,128.69000244140625,139.86000061035156,3306.510009765625,3580.840087890625,3348.419921875,3443.43994140625,3714.239990234375
5542,5542,2020-08-04,KR,The Kroger Co.,purchase,"$1,001 - $15,000",Ron L Wyden,1596513600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,35.38999938964844,36.599998474121094,34.06999969482422,32.09000015258789,34.5,3306.510009765625,3580.840087890625,3348.419921875,3443.43994140625,3714.239990234375
5543,5543,2020-08-04,KLAC,KLA Corporation,purchase,"$15,001 - $50,000",Ron L Wyden,1596513600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,204.89999389648438,215.5399932861328,191.9600067138672,220.52999877929688,280.07000732421875,3306.510009765625,3580.840087890625,3348.419921875,3443.43994140625,3714.239990234375
5544,5544,2020-08-04,DIS,The Walt Disney Company,purchase,"$15,001 - $50,000",Ron L Wyden,1596513600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,117.29000091552734,135.38999938964844,122.55000305175781,125.06999969482422,168.1699981689453,3306.510009765625,3580.840087890625,3348.419921875,3443.43994140625,3714.239990234375
5545,5545,2020-08-03,MAR,"Marriott International, Inc.",sale_full,"$100,001 - $250,000",Ron L Wyden,1596427200,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,83.5199966430664,103.08999633789062,94.3499984741211,96.08999633789062,116.30999755859375,3294.610107421875,3526.64990234375,3380.800048828125,3369.159912109375,3714.239990234375
5546,5546,2020-08-03,VAC,Marriott Vacations Worldwide Corporation,sale_full,"$15,001 - $50,000",Ron L Wyden,1596427200,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,82.79000091552734,95.80999755859375,93.7300033569336,102.48999786376953,122.76000213623047,3294.610107421875,3526.64990234375,3380.800048828125,3369.159912109375,3714.239990234375
5547,5547,2020-08-03,INTC,Intel Corporation,sale_full,"$15,001 - $50,000",Ron L Wyden,1596427200,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,48.29999923706055,50.790000915527344,52.2400016784668,44.849998474121094,55.5099983215332,3294.610107421875,3526.64990234375,3380.800048828125,3369.159912109375,3714.239990234375
5548,5548,2020-07-31,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Ron L Wyden,1596168000,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,205.00999450683594,225.52999877929688,210.3300018310547,202.3300018310547,232.3300018310547,3271.1201171875,3500.31005859375,3363.0,3310.239990234375,3849.6201171875
5549,5549,2020-07-30,OSK,Oshkosh Corporation,purchase,"$15,001 - $50,000",Ron L Wyden,1596081600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,80.27999877929688,78.7699966430664,72.79000091552734,67.36000061035156,93.33999633789062,3246.219970703125,3508.010009765625,3335.469970703125,3269.9599609375,3855.360107421875
5550,5550,2020-07-30,NVDA,NVIDIA Corporation,purchase,"$50,001 - $100,000",Ron L Wyden,1596081600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,424.55999755859375,525.9099731445312,529.030029296875,501.3599853515625,546.1300048828125,3246.219970703125,3508.010009765625,3335.469970703125,3269.9599609375,3855.360107421875
5551,5551,2020-07-30,BYND,"Beyond Meat, Inc.",purchase,"$15,001 - $50,000",Ron L Wyden,1596081600,Ron Wyden,Ron Wyden,Oregon,Democratic,25,15,40,Ron Wyden,Ron Wyden,$12071622,$1607280,13.31%,Raised over $100k,D,123.31999969482422,131.02000427246094,165.66000366210938,142.42999267578125,158.72999572753906,3246.219970703125,3508.010009765625,3335.469970703125,3269.9599609375,3855.360107421875
5552,5552,2020-07-22,ICE,"Intercontinental Exchange, Inc.",sale_partial,"$5,000,001 - $25,000,000",Kelly Loeffler,1595390400,Kelly Loeffler,Kelly Loeffler,Georgia,Republican,1,0,1,Kelly Loeffler,Kelly Loeffler,$92135745,$19691228,21.37%,Raised over $100k,R,96.05999755859375,103.75,99.2699966430664,99.36000061035156,115.19000244140625,3276.02001953125,3385.510009765625,3281.06005859375,3453.489990234375,3768.25
5553,5553,2019-12-05,LGI,"LOR Lazard World Dividend and Income Fund (Exchanged) <br> Lazard Global Total Return and Income Fund, Inc. (Received)",exchange,"$1,001 - $15,000",Thomas R Carper,1575522000,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,15.90999984741211,16.309999465942383,16.780000686645508,13.329999923706055,14.029999732971191,3117.429931640625,3237.179931640625,3345.780029296875,2741.3798828125,3055.72998046875
5554,5554,2019-02-27,WW,"WW International, Inc.",purchase,"$1,001 - $15,000",Thomas R Carper,1551243600,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,19.3700008392334,19.780000686645508,18.469999313354492,17.290000915527344,27.700000762939453,2792.3798828125,2815.43994140625,2943.030029296875,2752.06005859375,2847.110107421875
5555,5555,2019-05-16,GE,General Electric Company,sale_full,"$1,001 - $15,000",Timothy M Kaine,1557979200,Tim Kaine,Tim Kaine,Virginia,Democratic,8,0,8,Tim Kaine,Tim Kaine,$21833130,$2955324,13.54%,Raised over $100k,D,10.130000114440918,10.050000190734863,9.979999542236328,8.670000076293945,11.350000381469727,2876.320068359375,2889.669921875,2984.419921875,2923.64990234375,3087.010009765625
5556,5556,2020-07-15,TROW,"T. Rowe Price Group, Inc.",sale_full,"$1,001 - $15,000",William Cassidy,1594785600,Bill Cassidy,Bill Cassidy,Louisiana,Republican,6,6,12,Bill Cassidy,Bill Cassidy,$11304150,$640547,5.67%,Raised over $100k,R,132.05999755859375,137.25999450683594,127.41000366210938,146.88999938964844,154.52000427246094,3226.56005859375,3373.429931640625,3383.5400390625,3483.340087890625,3824.679931640625
5557,5557,2020-07-15,PLD,"Prologis, Inc.",purchase,"$1,001 - $15,000",William Cassidy,1594785600,Bill Cassidy,Bill Cassidy,Louisiana,Republican,6,6,12,Bill Cassidy,Bill Cassidy,$11304150,$640547,5.67%,Raised over $100k,R,93.73999786376953,102.63999938964844,101.94999694824219,104.9800033569336,96.5999984741211,3226.56005859375,3373.429931640625,3383.5400390625,3483.340087890625,3824.679931640625
5558,5558,2019-07-05,IBM,International Business Machines Corporation,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1562299200,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,141.3800048828125,140.75999450683594,136.32000732421875,141.27999877929688,134.0399932861328,2990.409912109375,2844.739990234375,2937.780029296875,2938.7900390625,3230.780029296875
5559,5559,2019-07-05,IBM,International Business Machines Corporation,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1562299200,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,141.3800048828125,140.75999450683594,136.32000732421875,141.27999877929688,134.0399932861328,2990.409912109375,2844.739990234375,2937.780029296875,2938.7900390625,3230.780029296875
5560,5560,2020-07-20,NKLA,Nikola Corporation,sale_partial,"$1,001 - $15,000",Patrick J Toomey,1595217600,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,38.45000076293945,41.7599983215332,33.83000183105469,20.719999313354492,19.739999771118164,3251.840087890625,3389.780029296875,3357.010009765625,3443.1201171875,3768.25
5561,5561,2020-07-09,NKLA,Nikola Corporation,purchase,"$1,001 - $15,000",Patrick J Toomey,1594267200,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,56.7239990234375,36.720001220703125,50.04999923706055,24.65999984741211,16.079999923706055,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5562,5562,2020-07-07,TSLA,"Tesla, Inc.",sale_full,"$1,001 - $15,000",Patrick J Toomey,1594094400,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,277.97198486328125,297.0039978027344,407.0,425.29998779296875,705.6699829101562,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5563,5563,2020-07-07,TSLA,"Tesla, Inc.",purchase,"$1,001 - $15,000",Patrick J Toomey,1594094400,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,277.97198486328125,297.0039978027344,407.0,425.29998779296875,705.6699829101562,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5564,5564,2020-07-06,TGT,Target Corporation,sale_full,"$1,001 - $15,000",Pat Roberts,1594008000,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,119.23999786376953,130.4499969482422,149.83999633789062,158.41000366210938,176.52999877929688,3179.719970703125,3306.510009765625,3580.840087890625,3360.969970703125,3756.070068359375
5565,5565,2020-07-31,AAL,American Airlines Group Inc.,sale_full,"$15,001 - $50,000",Pat Roberts,1596168000,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,11.119999885559082,13.050000190734863,12.289999961853027,11.1899995803833,15.529999732971191,3271.1201171875,3500.31005859375,3363.0,3310.239990234375,3849.6201171875
5566,5566,2020-07-02,NOC,Northrop Grumman Corporation,purchase,"$15,001 - $50,000",Pat Roberts,1593662400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,309.9700012207031,323.5899963378906,340.3800048828125,312.17999267578125,303.0199890136719,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
5567,5567,2020-07-02,AAL,American Airlines Group Inc.,sale_full,"$1,001 - $15,000",Pat Roberts,1593662400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,12.5,11.079999923706055,13.100000381469727,13.119999885559082,16.059999465942383,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
5568,5568,2020-07-02,BA,The Boeing Company,purchase,"$1,001 - $15,000",Pat Roberts,1593662400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,180.80999755859375,162.27000427246094,172.10000610351562,171.1999969482422,216.08999633789062,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
5569,5569,2020-07-02,MA,Mastercard Incorporated,sale_full,"$50,001 - $100,000",Pat Roberts,1593662400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,302.4200134277344,312.5899963378906,356.8999938964844,343.25,344.4700012207031,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
5570,5570,2020-07-27,BA,The Boeing Company,purchase,"$1,001 - $15,000",Pat Roberts,1595822400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,170.2100067138672,174.72999572753906,146.0500030517578,155.24000549316406,205.83999633789062,3239.409912109375,3443.6201171875,3246.590087890625,3390.679931640625,3841.469970703125
